issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible
0122-8706,2500-5308,0122-8706,otras ciencias agricolas c,agricultural biological sciences miscellaneous q3,4,5,,,,,,,False
0121-1129,2357-5328,0121-1129,otras ingenierias tecnologias ingenieria tecnologia b,computer science environmental engineering metallurgy transportation technology general civil,6,9,,,,,,,False
0120-9965,1657-0448,0120-9965,agronomia agricultura silvicultura pesca ciencias agricolas c,dermatology q4 surgery medicine agronomia colombiana agricultural sciences tropical crops crop physiology soil management protection rural development science botany plant ecology,7,21,,,,,,,False
0121-6538,2248-6941,0121-6538,sociologia ciencias sociales c,human sciences humanities social interdisciplinary methodology general,4,7,,,,,,,False
2027-1786,2500-6517,2027-1786,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales c,psychology social sciences qualitative quantitative methods behavior cognitive,13,8,1828.24,EUR,1974.5,1.08,5196.05,observado,True
2027-4688,2539-4711,2027-4688,historia arqueologia humanidades c fronteras colonial latinoamericana history general europe america latin spanish,history q4 political science relations arts humanities social sciences historiography archive colonial latinamerican latin america,13,15,1116.0,EUR,1205.28,1.08,3171.79,observado,True
0123-9155,1657-0448,0123-9155,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales c,dermatology q4 surgery medicine psychology health education social sciences,13,9,,,,,,,False
0124-0137,2027-212X,0124-0137,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales b psicogente philosophy psychology religion,clinical psychology social mental health education neuropsychology,17,7,,,,,,,False
0120-386X,2256-3334,0120-386X,salud publica ciencias medicas b facultad nacional,public health sciences medicine aspects,7,5,2390.0,EUR,2581.2,1.08,6792.63,observado,True
0120-4823,2027-2731,0120-4823,medios comunicacion social periodismo comunicaciones ciencias sociales b,linguistics language q3 communication q4 social sciences signo pensamiento information media literature philology mass,8,14,,,,,,,False
1909-3063,1909-7743,1909-3063,ciencias politicas sociales c,political science relations general,4,4,,,,,,,False
0121-0319,2960-8309,0121-0319,otras ciencias medicas salud c,,5,0,5176.12,EUR,5590.21,1.08,14711.08,observado,True
0121-7488,2462-7658,0121-7488,quimica fisica ciencias quimicas naturales c ciencia desarrollo,history q4 political science relations arts humanities social sciences cooperation development economic,8,12,,,,,,,False
1692-2522,2248-4086,1692-2522,medios comunicacion social periodismo comunicaciones ciencias sociales c,literature education culture comunication social movements movies,8,7,,,,,,,False
1692-3324,2248-4094,1692-3324,ingenieria ambiental tecnologia b,technology engineering general civil,4,4,,,,,,,False
1909-9762,2705-3822,1909-9762,biotecnologia salud ciencias medicas c,ingenieria biomedica biological biotechnology cell molecular biology medical sciences medicine science general,5,12,1120.14,EUR,1209.75,1.08,3183.55,observado,True
0122-056X,2256-5035,0122-056X,compuestos laminados plasticos reforzados fibra sinteticas naturales ingenieria materiales tecnologia c,technology engineering general civil,11,4,,,,,,,False
0123-4226,2619-2551,0123-4226,otras ciencias agricolas b u d c actualidad divulgacion cientifica,agriculture science health sciences natural iberoamerican region general medicine biology,10,10,895.15,EUR,966.76,1.08,2544.11,observado,True
1900-9895,0120-1867,1900-9895,educacion general incluye capacitacion pedagogia ciencias sociales c,law q3 political science relations q4 social sciences,8,8,1828.24,EUR,1974.5,1.08,5196.05,observado,True
2216-0973,2346-3414,2216-0973,enfermeria ciencias salud medicas b,family practice q3 maternity midwifery medical surgical nursing nurse assisting community home care q4 critical intensive medicine miscellaneous health sciences public,5,21,,,,,,,False
2011-2106,2358-2820,2011-2106,economia negocios ciencias sociales c caribe,real estate finance markets social sciences economic theory demography economics as science,6,12,204.92,EUR,221.31,1.08,582.39,observado,True
1794-6670,2215-9959,1794-6670,artes plasticas visuales arte humanidades c,music q3 visual arts performing linguistics language q4 humanities social sciences musica artes visuales escenicas jrm culture oral traditions performance books literature general show business,6,25,3170.0,EUR,3423.6,1.08,9009.47,observado,True
0124-8693,2539-0554,0124-8693,economia negocios ciencias sociales c,social sciences commerce business economic theory demography,5,7,,,,,,,False
0120-2812,2323-0118,0120-2812,ciencias tierra medioambientales naturales c,crop protection ecosystem services animal science breeding food soil,5,9,,,,,,,False
0124-7441,2590-4566,0124-7441,derecho ciencias sociales b,law jurisprudence criminal procedural general comparative uniform,4,7,,,,,,,False
1794-6190,2339-3459,1794-6190,geografia fisica ciencias tierra medioambientales naturales b,earth planetary sciences miscellaneous q3 esrj geosciences geophysics geology science,7,10,2400.0,EUR,2592.0,1.08,6821.05,observado,True
0120-0488,1517-4549,0120-0488,zoologia ornitologia entomologia ciencias biologicas comportamiento naturales c,insect science q4 agricultural biological sciences sociology social antrophology political general,8,11,2400.0,EUR,2592.0,1.08,6821.05,observado,True
0123-3068,2215-4744,0123-3068,zoologia ornitologia entomologia ciencias biologicas comportamiento naturales a1 cientifico museo historia natural centro museos history historiography costa rican central american latin general europe america spanish philosophy psychology religion doctrinal theology specific doctrines movements heresies schisms,museology q2 conservation q3 arts humanities,35,6,1116.0,EUR,1205.28,1.08,3171.79,observado,True
0121-3474,2174-4017,0121-3474,derecho ciencias sociales c,,4,0,,,,,,,False
0123-4986,2256-5493,0123-4986,idiomas literatura humanidades c,trabajo social work family human rights policy problems internal migration sciences history conditions reform,4,14,267.75,EUR,289.17,1.08,760.97,observado,True
0120-4157,2590-7379,0120-4157,otras ciencias medicas salud b biomedica instituto nacional,biochemistry genetics molecular biology miscellaneous q3 medicine,8,7,1549.04,EUR,1672.96,1.08,4402.53,observado,True
2322-9381,2322-9675,2322-9381,historia arqueologia humanidades a2,trashumante public health sciences medicine general,4,6,2618.0,EUR,2827.44,1.08,7440.63,observado,True
0120-1751,2389-8976,0120-1751,estadisticas probabilidades investigacion metodologias matematica ciencias naturales b,statistics probability q4 mathematics colombiana estadistica modeling bayesian biostatistics applied social sciences,8,12,,,,,,,False
0120-4688,2389-9387,0120-4688,filosofia otras humanidades c,philosophy humanities ethics metaphysics,4,4,2380.0,EUR,2570.4,1.08,6764.21,observado,True
2248-5759,2322-2462,2248-5759,ciencias cuidado salud servicios administracion hospitales financiamiento medicas c bosque,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine medical sciences complex,10,18,,,,,,,False
0120-1700,2389-8755,0120-1700,educacion general incluye capacitacion pedagogia ciencias sociales c actualidades pedagogicas teaching pedagogy education special aspects,,15,0,,,,,,,False
1909-4450,2256-5027,1909-4450,otras ciencias sociales c publica jurnal pemikiran administrasi negara,law q3 sociology political science social sciences republicana public administration policy bureaucracy service governance local government institutions asia asian only,9,20,,,,,,,False
0034-7434,2463-0225,0034-7434,obstetricia ginecologia medicina clinica ciencias medicas salud c,obstetrics gynecology q3 medicine health public gender identity women s,8,10,,,,,,,False
0121-8417,2357-4720,0121-8417,historia arqueologia humanidades c,history q4 political science relations arts humanities social sciences general works scholarship learning,4,13,1116.0,EUR,1205.28,1.08,3171.79,observado,True
0123-885X,1900-5180,0123-885X,sociologia ciencias sociales a2 estudios,social history political science public administration sociology anthropology sciences general,5,10,,,,,,,False
0123-4366,2346-2442,0123-4366,derecho ciencias sociales b privado bogota 1997,law q4 social sciences private civil commercial litigation general comparative uniform jurisprudence,7,12,,,,,,,False
0122-1701,2413-4155,0122-1701,ingenieria electrica electronica ingenierias informatica tecnologia b,scientia et technica sciences technology medicine engineering materials physics science,7,10,1139.73,EUR,1230.91,1.08,3239.24,observado,True
1657-6357,2709-7005,1657-6357,otras ciencias sociales b sociedad economia,social sciences communities classes races urban groups city sociology regional economics space,6,12,1996.61,EUR,2156.34,1.08,5674.58,observado,True
1657-0308,2357-626X,1657-0308,arquitectura urbanismo arte humanidades b,,5,0,2838.0,EUR,3065.04,1.08,8065.89,observado,True
0122-6517,2382-4700,0122-6517,otras ingenierias tecnologias ingenieria tecnologia b,,6,0,,,,,,,False
1657-107X,1853-1326,1657-107X,ciencias educacion sociales b interamericana investigacion pedagogia education teacher training didactics teaching general special aspects theory practice,,17,0,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0124-7107,2389-7066,0124-7107,salud publica ciencias medicas c universidad,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine social participation epidemiology general sciences history conditions problems reform,6,24,,,,,,,False
0121-0807,2145-8464,0121-0807,ciencias salud medicas c uis universidad industrial santander,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine,8,15,,,,,,,False
0120-0976,2538-9866,0120-0976,otras humanidades c,information science archival library bibliography resources,3,6,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0124-5996,2346-2450,0124-5996,economia negocios ciencias sociales c institucional,economics econometrics finance miscellaneous q3 political economy philosophy law economic history institutional game theory social sciences conditions demography,6,18,,,,,,,False
0123-1472,1982-6486,0123-1472,otras ciencias sociales b,contabilidad accounting organizations innovative social sciences commerce business bookkeeping,4,9,,,,,,,False
1692-3561,1909-9959,1692-3561,agronomia agricultura silvicultura pesca ciencias agricolas b biotecnologia sector agropecuario agroindustrial biotechnology agriculture forestry microbiology engineering food,agriculture general technology chemical biotechnology,17,5,2232.92,EUR,2411.55,1.08,6346.18,observado,True
0120-2952,0123-2576,0120-2952,ciencias veterinarias agricolas b facultad medicina veterinaria zootecnia agriculture animal culture veterinary medicine,education q4 medical laboratory technology medicine miscellaneous health professions social sciences animal husbandry veterinary science dairy,13,16,1448.6,EUR,1564.49,1.08,4117.08,observado,True
